OTU,Sample,Abundance,depth_m,avg_cells_ml,Kingdom,Phylum,Class,Order,Family,Genus,cells_ml
Otu00347,LC-15point5m-E1,0.000143184,15.5,585000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,84
Otu00360,LC-15point5m-E1,0.000143184,15.5,585000,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacteriaceae_unclassified,84
Otu00362,LC-15point5m-E1,0.000143184,15.5,585000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_ge,84
Otu00435,LC-15point5m-E1,0.000143184,15.5,585000,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,WCHB1-41_fa,WCHB1-41_ge,84
Otu00445,LC-15point5m-E1,0.000143184,15.5,585000,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_or,Parcubacteria_fa,Parcubacteria_ge,84
Otu00493,LC-15point5m-E1,0.000143184,15.5,585000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_ge,84
Otu00006,LC-5m-E1,0.000141653,5,86666.66667,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,12
Otu00013,LC-5m-E1,0.000141653,5,86666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,gamI,unclassified,12
Otu00023,LC-5m-E1,0.000141653,5,86666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betIV,betIV-A,12
Otu00055,LC-5m-E1,0.000141653,5,86666.66667,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,12
Otu00197,LC-5m-E1,0.000141653,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified,12
Otu00205,LC-5m-E1,0.000141653,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,unclassified,12
Otu00214,LC-5m-E1,0.000141653,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,unclassified,12
Otu00271,LC-5m-E1,0.000141653,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,12
Otu00048,LC-3m-E1,0.000132354,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,unclassified,13
Otu00055,LC-9m-E1,0.000131822,9,73000,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,10
Otu00094,LC-9m-E1,0.000131822,9,73000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,uncultured,10
Otu00127,LC-9m-E1,0.000131822,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacII,bacII-A,10
Otu00375,LC-9m-E1,0.000131822,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified,10
Otu00006,Cadagno7m-E2,0.000131573,7,157333.3333,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,21
Otu00070,Cadagno7m-E2,0.000131573,7,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17_ge,21
Otu00096,Cadagno7m-E2,0.000131573,7,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,bacIII,bacIII-B,21
Otu00192,Cadagno7m-E2,0.000131573,7,157333.3333,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,alfII,alfII-A,21
Otu00271,Cadagno7m-E2,0.000131573,7,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,21
Otu00320,Cadagno7m-E2,0.000131573,7,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,21
Otu00360,Cadagno7m-E2,0.000131573,7,157333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacteriaceae_unclassified,21
Otu00461,Cadagno7m-E2,0.000131573,7,157333.3333,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,acIV,acIV-C,21
Otu00057,LC-11m-E1,0.000121384,11,104333.3333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,13
Otu00079,LC-11m-E1,0.000121384,11,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13,13
Otu00190,LC-11m-E1,0.000121384,11,104333.3333,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter,13
Otu00252,LC-11m-E1,0.000121384,11,104333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI_unclassified,13
Otu00267,LC-11m-E1,0.000121384,11,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriales_unclassified,Sphingobacteriales_unclassified,13
Otu00036,LC-13m-E1,0.000119868,13,95333.33333,Bacteria,Verrucomicrobia,Verrucomicrobiae,uncultured,uncultured_fa,uncultured_ge,11
Otu00055,LC-13m-E1,0.000119868,13,95333.33333,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,11
Otu00083,LC-13m-E1,0.000119868,13,95333.33333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,11
Otu00087,LC-13m-E1,0.000119868,13,95333.33333,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocystis,11
Otu00197,LC-13m-E1,0.000119868,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified,11
Otu00203,LC-13m-E1,0.000119868,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacV,unclassified,11
Otu00218,LC-13m-E1,0.000119868,13,95333.33333,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,11
Otu00220,LC-13m-E1,0.000119868,13,95333.33333,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,11
Otu00232,LC-13m-E1,0.000119868,13,95333.33333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales_unclassified,Betaproteobacteriales_unclassified,11
Otu00262,LC-13m-E1,0.000119868,13,95333.33333,Bacteria,Omnitrophicaeota,Omnitrophicaeota_cl,Omnitrophicaeota_or,Omnitrophicaeota_fa,Omnitrophicaeota_ge,11
Otu00270,LC-13m-E1,0.000119868,13,95333.33333,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales_unclassified,Myxococcales_unclassified,11
Otu00276,LC-13m-E1,0.000119868,13,95333.33333,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,11
Otu00278,LC-13m-E1,0.000119868,13,95333.33333,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,11
Otu00296,LC-13m-E1,0.000119868,13,95333.33333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_unclassified,11
Otu00307,LC-13m-E1,0.000119868,13,95333.33333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,11
Otu00326,LC-13m-E1,0.000119868,13,95333.33333,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,11
Otu00359,LC-13m-E1,0.000119868,13,95333.33333,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,11
Otu00425,LC-13m-E1,0.000119868,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,11
Otu00475,LC-13m-E1,0.000119868,13,95333.33333,Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,Gastranaerophilales_fa,Gastranaerophilales_ge,11
Otu00113,LC-17m-E1,0.000118043,17,434666.6667,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,acIV,acIV-B,51
Otu00114,LC-17m-E1,0.000118043,17,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,unclassified,51
Otu00152,LC-17m-E1,0.000118043,17,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacII,bacII-A,51
Otu00156,LC-17m-E1,0.000118043,17,434666.6667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betVII,betVII-B,51
Otu00197,LC-17m-E1,0.000118043,17,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified,51
Otu00204,LC-17m-E1,0.000118043,17,434666.6667,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,51
Otu00279,LC-17m-E1,0.000118043,17,434666.6667,Bacteria,Planctomycetes,vadinHA49,vadinHA49_or,vadinHA49_fa,vadinHA49_ge,51
Otu00347,LC-17m-E1,0.000118043,17,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,51
Otu00445,LC-17m-E1,0.000118043,17,434666.6667,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_or,Parcubacteria_fa,Parcubacteria_ge,51
Otu00036,LC-19m-E1,0.000116809,19,397000,Bacteria,Verrucomicrobia,Verrucomicrobiae,uncultured,uncultured_fa,uncultured_ge,46
Otu00039,LC-19m-E1,0.000116809,19,397000,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Luna1,Luna1-A,46
Otu00064,LC-19m-E1,0.000116809,19,397000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betII,Pnec,46
Otu00114,LC-19m-E1,0.000116809,19,397000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,unclassified,46
Otu00147,LC-19m-E1,0.000116809,19,397000,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,gamIV,gamIV-A,46
Otu00208,LC-19m-E1,0.000116809,19,397000,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,46
Otu00285,LC-19m-E1,0.000116809,19,397000,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,46
Otu00341,LC-19m-E1,0.000116809,19,397000,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria_fa,Candidatus_Falkowbacteria_ge,46
Otu00347,LC-19m-E1,0.000116809,19,397000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,46
Otu00369,LC-19m-E1,0.000116809,19,397000,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales_unclassified,Myxococcales_unclassified,46
Otu00047,Cadagno15m-E2,0.000102633,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,bacIII,bacIII-A,93
Otu00064,Cadagno15m-E2,0.000102633,15,905000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betII,Pnec,93
Otu00083,Cadagno15m-E2,0.000102633,15,905000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,93
Otu00106,Cadagno15m-E2,0.000102633,15,905000,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307,93
Otu00114,Cadagno15m-E2,0.000102633,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,unclassified,93
Otu00201,Cadagno15m-E2,0.000102633,15,905000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betIII,betIII-A,93
Otu00203,Cadagno15m-E2,0.000102633,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacV,unclassified,93
Otu00234,Cadagno15m-E2,0.000102633,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,93
Otu00318,Cadagno15m-E2,0.000102633,15,905000,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,93
Otu00320,Cadagno15m-E2,0.000102633,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,93
Otu00381,Cadagno15m-E2,0.000102633,15,905000,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,93
Otu00395,Cadagno15m-E2,0.000102633,15,905000,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,93
Otu00409,Cadagno15m-E2,0.000102633,15,905000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacteraceae_unclassified,93
Otu00013,LC-3m-E1,9.93E-05,3,95666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,gamI,unclassified,9
Otu00037,LC-3m-E1,9.93E-05,3,95666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,uncultured,9
Otu00076,LC-3m-E1,9.93E-05,3,95666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Lamprocystis,9
Otu00163,LC-3m-E1,9.93E-05,3,95666.66667,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,9
Otu00197,LC-3m-E1,9.93E-05,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified,9
Otu00049,LC-9m-E1,8.79E-05,9,73000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales_unclassified,Betaproteobacteriales_unclassified,6
Otu00071,LC-9m-E1,8.79E-05,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacII,bacII-A,6
Otu00125,LC-9m-E1,8.79E-05,9,73000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutaceae_unclassified,6
Otu00163,LC-9m-E1,8.79E-05,9,73000,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,6
Otu00190,LC-9m-E1,8.79E-05,9,73000,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter,6
Otu00223,LC-9m-E1,8.79E-05,9,73000,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,6
Otu00229,LC-9m-E1,8.79E-05,9,73000,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,6
Otu00258,LC-9m-E1,8.79E-05,9,73000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,6
Otu00259,LC-9m-E1,8.79E-05,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,uncultured,6
Otu00049,Cadagno7m-E2,8.77E-05,7,157333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales_unclassified,Betaproteobacteriales_unclassified,14
Otu00068,Cadagno7m-E2,8.77E-05,7,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacII,bacII-A,14
Otu00089,Cadagno7m-E2,8.77E-05,7,157333.3333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,14
Otu00106,Cadagno7m-E2,8.77E-05,7,157333.3333,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307,14
Otu00127,Cadagno7m-E2,8.77E-05,7,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacII,bacII-A,14
Otu00132,Cadagno7m-E2,8.77E-05,7,157333.3333,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIV,alfIV_unclassified,14
Otu00190,Cadagno7m-E2,8.77E-05,7,157333.3333,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter,14
Otu00229,Cadagno7m-E2,8.77E-05,7,157333.3333,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,14
Otu00246,Cadagno7m-E2,8.77E-05,7,157333.3333,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,14
Otu00339,Cadagno7m-E2,8.77E-05,7,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,14
Otu00012,LC-11m-E1,8.09E-05,11,104333.3333,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_unclassified,8
Otu00061,LC-11m-E1,8.09E-05,11,104333.3333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,8
Otu00074,LC-11m-E1,8.09E-05,11,104333.3333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,verI-B,Xip-B1,8
Otu00144,LC-11m-E1,8.09E-05,11,104333.3333,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,uncultured,8
Otu00187,LC-11m-E1,8.09E-05,11,104333.3333,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIV,alfIV-B,8
Otu00193,LC-11m-E1,8.09E-05,11,104333.3333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,8
Otu00209,LC-11m-E1,8.09E-05,11,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,8
Otu00238,LC-11m-E1,8.09E-05,11,104333.3333,Bacteria,Cloacimonetes,Cloacimonadia,Cloacimonadales,Cloacimonadales_unclassified,Cloacimonadales_unclassified,8
Otu00251,LC-11m-E1,8.09E-05,11,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriales_unclassified,Sphingobacteriales_unclassified,8
Otu00346,LC-11m-E1,8.09E-05,11,104333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,8
Otu00363,LC-11m-E1,8.09E-05,11,104333.3333,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12409,UBA12409_ge,8
Otu00377,LC-11m-E1,8.09E-05,11,104333.3333,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,8
Otu00033,LC-5m-E1,7.08E-05,5,86666.66667,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,6
Otu00048,LC-5m-E1,7.08E-05,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,unclassified,6
Otu00053,LC-5m-E1,7.08E-05,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13,6
Otu00080,LC-5m-E1,7.08E-05,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17_ge,6
Otu00127,LC-5m-E1,7.08E-05,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacII,bacII-A,6
Otu00139,LC-5m-E1,7.08E-05,5,86666.66667,Bacteria,Omnitrophicaeota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus,6
Otu00142,LC-5m-E1,7.08E-05,5,86666.66667,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,6
Otu00163,LC-5m-E1,7.08E-05,5,86666.66667,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,6
Otu00169,LC-5m-E1,7.08E-05,5,86666.66667,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,WCHB1-41_fa,WCHB1-41_ge,6
Otu00317,LC-5m-E1,7.08E-05,5,86666.66667,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,6
Otu00318,LC-5m-E1,7.08E-05,5,86666.66667,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,6
Otu00404,LC-5m-E1,7.08E-05,5,86666.66667,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonadaceae_unclassified,6
Otu00421,LC-5m-E1,7.08E-05,5,86666.66667,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,6
Otu00046,LC-3m-E1,6.62E-05,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32,6
Otu00127,LC-3m-E1,6.62E-05,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacII,bacII-A,6
Otu00133,LC-3m-E1,6.62E-05,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,6
Otu00151,LC-3m-E1,6.62E-05,3,95666.66667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncultured,6
Otu00172,LC-3m-E1,6.62E-05,3,95666.66667,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,6
Otu00190,LC-3m-E1,6.62E-05,3,95666.66667,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter,6
Otu00338,LC-3m-E1,6.62E-05,3,95666.66667,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,6
Otu00071,LC-13m-E1,5.99E-05,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacII,bacII-A,6
Otu00085,LC-13m-E1,5.99E-05,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,unclassified,6
Otu00114,LC-13m-E1,5.99E-05,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,unclassified,6
Otu00117,LC-13m-E1,5.99E-05,13,95333.33333,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Luna3,unclassified,6
Otu00184,LC-13m-E1,5.99E-05,13,95333.33333,Bacteria,Bacteroidetes,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,6
Otu00192,LC-13m-E1,5.99E-05,13,95333.33333,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,alfII,alfII-A,6
Otu00237,LC-13m-E1,5.99E-05,13,95333.33333,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,6
Otu00240,LC-13m-E1,5.99E-05,13,95333.33333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betVII,betVII-A,6
Otu00245,LC-13m-E1,5.99E-05,13,95333.33333,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,6
Otu00250,LC-13m-E1,5.99E-05,13,95333.33333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI-A,6
Otu00259,LC-13m-E1,5.99E-05,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,uncultured,6
Otu00318,LC-13m-E1,5.99E-05,13,95333.33333,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,6
Otu00333,LC-13m-E1,5.99E-05,13,95333.33333,Bacteria,Lentisphaerae,Oligosphaeria,Oligosphaerales,Lenti-02,Lenti-02_ge,6
Otu00338,LC-13m-E1,5.99E-05,13,95333.33333,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,6
Otu00341,LC-13m-E1,5.99E-05,13,95333.33333,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria_fa,Candidatus_Falkowbacteria_ge,6
Otu00345,LC-13m-E1,5.99E-05,13,95333.33333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_ge,6
Otu00377,LC-13m-E1,5.99E-05,13,95333.33333,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,6
Otu00431,LC-13m-E1,5.99E-05,13,95333.33333,Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,SJA-28_fa,SJA-28_ge,6
Otu00440,LC-13m-E1,5.99E-05,13,95333.33333,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,6
Otu00008,LC-17m-E1,5.90E-05,17,434666.6667,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,26
