OTU,Sample,Abundance,depth_m,avg_cells_ml,Kingdom,Phylum,Class,Order,Family,Genus,cells_ml
Otu00201,LC-13m-E1,0.000239736,13,95333.33333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betIII,betIII-A,23
Otu00207,LC-13m-E1,0.000239736,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,23
Otu00247,LC-13m-E1,0.000239736,13,95333.33333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutaceae_unclassified,23
Otu00285,LC-13m-E1,0.000239736,13,95333.33333,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,23
Otu00295,LC-13m-E1,0.000239736,13,95333.33333,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)_fa,Absconditabacteriales_(SR1)_ge,23
Otu00325,LC-13m-E1,0.000239736,13,95333.33333,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Candidatus_Competibacter,23
Otu00342,LC-13m-E1,0.000239736,13,95333.33333,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,23
Otu00369,LC-13m-E1,0.000239736,13,95333.33333,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales_unclassified,Myxococcales_unclassified,23
Otu00395,LC-13m-E1,0.000239736,13,95333.33333,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,23
Otu00430,LC-13m-E1,0.000239736,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,37-13,37-13_ge,23
Otu00247,LC-17m-E1,0.000236086,17,434666.6667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutaceae_unclassified,103
Otu00259,LC-17m-E1,0.000236086,17,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,uncultured,103
Otu00283,LC-17m-E1,0.000236086,17,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacII,bacII-A,103
Otu00300,LC-17m-E1,0.000236086,17,434666.6667,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,103
Otu00341,LC-17m-E1,0.000236086,17,434666.6667,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria_fa,Candidatus_Falkowbacteria_ge,103
Otu00375,LC-17m-E1,0.000236086,17,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified,103
Otu00508,LC-17m-E1,0.000236086,17,434666.6667,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,103
Otu00267,LC-19m-E1,0.000233618,19,397000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriales_unclassified,Sphingobacteriales_unclassified,93
Otu00271,LC-19m-E1,0.000233618,19,397000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,93
Otu00311,LC-19m-E1,0.000233618,19,397000,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacteraceae_unclassified,93
Otu00375,LC-19m-E1,0.000233618,19,397000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified,93
Otu00401,LC-19m-E1,0.000233618,19,397000,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_ge,93
Otu00412,LC-19m-E1,0.000233618,19,397000,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,GWF2-44-16,GWF2-44-16_ge,93
Otu00033,LC-3m-E1,0.000231619,3,95666.66667,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,22
Otu00214,LC-3m-E1,0.000231619,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,unclassified,22
Otu00139,LC-9m-E1,0.000219703,9,73000,Bacteria,Omnitrophicaeota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus,16
Otu00143,LC-9m-E1,0.000219703,9,73000,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,16
Otu00251,LC-9m-E1,0.000219703,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriales_unclassified,Sphingobacteriales_unclassified,16
Otu00299,LC-9m-E1,0.000219703,9,73000,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,16
Otu00315,LC-9m-E1,0.000219703,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,16
Otu00326,LC-9m-E1,0.000219703,9,73000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,16
Otu00339,LC-9m-E1,0.000219703,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,16
Otu00346,LC-9m-E1,0.000219703,9,73000,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,16
Otu00382,LC-9m-E1,0.000219703,9,73000,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,16
Otu00445,LC-9m-E1,0.000219703,9,73000,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_or,Parcubacteria_fa,Parcubacteria_ge,16
Otu00033,Cadagno7m-E2,0.000219289,7,157333.3333,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,35
Otu00083,Cadagno7m-E2,0.000219289,7,157333.3333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,35
Otu00142,Cadagno7m-E2,0.000219289,7,157333.3333,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,35
Otu00258,Cadagno7m-E2,0.000219289,7,157333.3333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,35
Otu00317,Cadagno7m-E2,0.000219289,7,157333.3333,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,35
Otu00377,Cadagno7m-E2,0.000219289,7,157333.3333,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,35
Otu00404,Cadagno7m-E2,0.000219289,7,157333.3333,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonadaceae_unclassified,35
Otu00078,LC-5m-E1,0.00021248,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacII,bacII-A,18
Otu00118,LC-5m-E1,0.00021248,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,18
Otu00133,LC-5m-E1,0.00021248,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,18
Otu00190,LC-5m-E1,0.00021248,5,86666.66667,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter,18
Otu00251,LC-5m-E1,0.00021248,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriales_unclassified,Sphingobacteriales_unclassified,18
Otu00440,LC-5m-E1,0.00021248,5,86666.66667,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,18
Otu00117,Cadagno15m-E2,0.000205265,15,905000,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Luna3,unclassified,186
Otu00118,Cadagno15m-E2,0.000205265,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,186
Otu00227,Cadagno15m-E2,0.000205265,15,905000,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,186
Otu00271,Cadagno15m-E2,0.000205265,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,186
Otu00272,Cadagno15m-E2,0.000205265,15,905000,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallales_fa,Victivallales_ge,186
Otu00282,Cadagno15m-E2,0.000205265,15,905000,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,186
Otu00326,Cadagno15m-E2,0.000205265,15,905000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,186
Otu00331,Cadagno15m-E2,0.000205265,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,186
Otu00334,Cadagno15m-E2,0.000205265,15,905000,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Moranbacteria,Candidatus_Moranbacteria_fa,Candidatus_Moranbacteria_ge,186
Otu00362,Cadagno15m-E2,0.000205265,15,905000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_ge,186
Otu00375,Cadagno15m-E2,0.000205265,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified,186
Otu00412,Cadagno15m-E2,0.000205265,15,905000,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,GWF2-44-16,GWF2-44-16_ge,186
Otu00431,Cadagno15m-E2,0.000205265,15,905000,Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,SJA-28_fa,SJA-28_ge,186
Otu00435,Cadagno15m-E2,0.000205265,15,905000,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,WCHB1-41_fa,WCHB1-41_ge,186
Otu00483,Cadagno15m-E2,0.000205265,15,905000,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,186
Otu00508,Cadagno15m-E2,0.000205265,15,905000,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,186
Otu00094,LC-11m-E1,0.000202306,11,104333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,uncultured,21
Otu00098,LC-11m-E1,0.000202306,11,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,FTLpost3,FTLpost3_ge,21
Otu00156,LC-11m-E1,0.000202306,11,104333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betVII,betVII-B,21
Otu00174,LC-11m-E1,0.000202306,11,104333.3333,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,21
Otu00203,LC-11m-E1,0.000202306,11,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacV,unclassified,21
Otu00246,LC-11m-E1,0.000202306,11,104333.3333,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,21
Otu00266,LC-11m-E1,0.000202306,11,104333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,gamV,gamV_unclassified,21
Otu00320,LC-11m-E1,0.000202306,11,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,21
Otu00360,LC-11m-E1,0.000202306,11,104333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacteriaceae_unclassified,21
Otu00251,LC-3m-E1,0.000198531,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriales_unclassified,Sphingobacteriales_unclassified,19
Otu00299,LC-3m-E1,0.000198531,3,95666.66667,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,19
Otu00461,LC-3m-E1,0.000198531,3,95666.66667,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,acIV,acIV-C,19
Otu00092,LC-13m-E1,0.000179802,13,95333.33333,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,WCHB1-41_fa,WCHB1-41_ge,17
Otu00172,LC-13m-E1,0.000179802,13,95333.33333,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,17
Otu00187,LC-13m-E1,0.000179802,13,95333.33333,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIV,alfIV-B,17
Otu00216,LC-13m-E1,0.000179802,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae_ge,17
Otu00239,LC-13m-E1,0.000179802,13,95333.33333,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,17
Otu00265,LC-13m-E1,0.000179802,13,95333.33333,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,17
Otu00266,LC-13m-E1,0.000179802,13,95333.33333,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,gamV,gamV_unclassified,17
Otu00282,LC-13m-E1,0.000179802,13,95333.33333,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,17
Otu00286,LC-13m-E1,0.000179802,13,95333.33333,Bacteria,Cyanobacteria,Oxyphotobacteria,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena_PCC-7429,17
Otu00287,LC-13m-E1,0.000179802,13,95333.33333,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,17
Otu00370,LC-13m-E1,0.000179802,13,95333.33333,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,17
Otu00375,LC-13m-E1,0.000179802,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified,17
Otu00483,LC-13m-E1,0.000179802,13,95333.33333,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,17
Otu00107,LC-17m-E1,0.000177064,17,434666.6667,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acSTL,acSTL-A,77
Otu00118,LC-17m-E1,0.000177064,17,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,77
Otu00325,LC-17m-E1,0.000177064,17,434666.6667,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Candidatus_Competibacter,77
Otu00369,LC-17m-E1,0.000177064,17,434666.6667,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales_unclassified,Myxococcales_unclassified,77
Otu00068,LC-9m-E1,0.000175762,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacII,bacII-A,13
Otu00080,LC-9m-E1,0.000175762,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17_ge,13
Otu00151,LC-9m-E1,0.000175762,9,73000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncultured,13
Otu00243,LC-9m-E1,0.000175762,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,13
Otu00246,LC-9m-E1,0.000175762,9,73000,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,13
Otu00250,LC-9m-E1,0.000175762,9,73000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI-A,13
Otu00347,LC-9m-E1,0.000175762,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,13
Otu00379,LC-9m-E1,0.000175762,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,13
Otu00425,LC-9m-E1,0.000175762,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,13
Otu00493,LC-9m-E1,0.000175762,9,73000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_ge,13
Otu00095,Cadagno7m-E2,0.000175431,7,157333.3333,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,28
Otu00155,Cadagno7m-E2,0.000175431,7,157333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI-A,28
Otu00375,Cadagno7m-E2,0.000175431,7,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified,28
Otu00425,Cadagno7m-E2,0.000175431,7,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,28
Otu00440,Cadagno7m-E2,0.000175431,7,157333.3333,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,28
Otu00052,LC-19m-E1,0.000175213,19,397000,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,70
Otu00056,LC-19m-E1,0.000175213,19,397000,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Luna1,Luna1-A,70
Otu00068,LC-19m-E1,0.000175213,19,397000,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacII,bacII-A,70
Otu00106,LC-19m-E1,0.000175213,19,397000,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307,70
Otu00118,LC-19m-E1,0.000175213,19,397000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,70
Otu00126,LC-19m-E1,0.000175213,19,397000,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,70
Otu00151,LC-19m-E1,0.000175213,19,397000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncultured,70
Otu00155,LC-19m-E1,0.000175213,19,397000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI-A,70
Otu00227,LC-19m-E1,0.000175213,19,397000,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,70
Otu00234,LC-19m-E1,0.000175213,19,397000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,70
Otu00235,LC-19m-E1,0.000175213,19,397000,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,70
Otu00283,LC-19m-E1,0.000175213,19,397000,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacII,bacII-A,70
Otu00363,LC-19m-E1,0.000175213,19,397000,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12409,UBA12409_ge,70
Otu00387,LC-19m-E1,0.000175213,19,397000,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)_fa,Absconditabacteriales_(SR1)_ge,70
Otu00395,LC-19m-E1,0.000175213,19,397000,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,70
Otu00430,LC-19m-E1,0.000175213,19,397000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,37-13,37-13_ge,70
Otu00001,LC-3m-E1,0.000165442,3,95666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Chromatium,16
Otu00080,LC-3m-E1,0.000165442,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17_ge,16
Otu00086,LC-3m-E1,0.000165442,3,95666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Halothiobacillales,Halothiobacillaceae,Thiovirga,16
Otu00142,LC-3m-E1,0.000165442,3,95666.66667,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,16
Otu00369,LC-3m-E1,0.000165442,3,95666.66667,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales_unclassified,Myxococcales_unclassified,16
Otu00440,LC-3m-E1,0.000165442,3,95666.66667,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,16
Otu00445,LC-3m-E1,0.000165442,3,95666.66667,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_or,Parcubacteria_fa,Parcubacteria_ge,16
Otu00527,LC-3m-E1,0.000165442,3,95666.66667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,16
Otu00046,LC-11m-E1,0.000161845,11,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32,17
Otu00053,LC-11m-E1,0.000161845,11,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13,17
Otu00068,LC-11m-E1,0.000161845,11,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacII,bacII-A,17
Otu00120,LC-11m-E1,0.000161845,11,104333.3333,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,17
Otu00124,LC-11m-E1,0.000161845,11,104333.3333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,17
Otu00192,LC-11m-E1,0.000161845,11,104333.3333,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,alfII,alfII-A,17
Otu00200,LC-11m-E1,0.000161845,11,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,17
Otu00208,LC-11m-E1,0.000161845,11,104333.3333,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,17
Otu00227,LC-11m-E1,0.000161845,11,104333.3333,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,17
Otu00285,LC-11m-E1,0.000161845,11,104333.3333,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,17
Otu00375,LC-11m-E1,0.000161845,11,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified,17
Otu00440,LC-11m-E1,0.000161845,11,104333.3333,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,17
Otu00445,LC-11m-E1,0.000161845,11,104333.3333,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_or,Parcubacteria_fa,Parcubacteria_ge,17
Otu00039,Cadagno15m-E2,0.000153949,15,905000,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Luna1,Luna1-A,139
Otu00107,Cadagno15m-E2,0.000153949,15,905000,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acSTL,acSTL-A,139
Otu00113,Cadagno15m-E2,0.000153949,15,905000,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,acIV,acIV-B,139
Otu00156,Cadagno15m-E2,0.000153949,15,905000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betVII,betVII-B,139
Otu00217,Cadagno15m-E2,0.000153949,15,905000,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,alfVIII,unclassified,139
Otu00235,Cadagno15m-E2,0.000153949,15,905000,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,139
Otu00283,Cadagno15m-E2,0.000153949,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacII,bacII-A,139
Otu00325,Cadagno15m-E2,0.000153949,15,905000,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Candidatus_Competibacter,139
Otu00343,Cadagno15m-E2,0.000153949,15,905000,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,139
Otu00445,Cadagno15m-E2,0.000153949,15,905000,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_or,Parcubacteria_fa,Parcubacteria_ge,139
Otu00187,LC-15point5m-E1,0.000143184,15.5,585000,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIV,alfIV-B,84
Otu00201,LC-15point5m-E1,0.000143184,15.5,585000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betIII,betIII-A,84
Otu00207,LC-15point5m-E1,0.000143184,15.5,585000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,84
Otu00227,LC-15point5m-E1,0.000143184,15.5,585000,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,84
Otu00233,LC-15point5m-E1,0.000143184,15.5,585000,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,84
Otu00243,LC-15point5m-E1,0.000143184,15.5,585000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,84
Otu00247,LC-15point5m-E1,0.000143184,15.5,585000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutaceae_unclassified,84
Otu00277,LC-15point5m-E1,0.000143184,15.5,585000,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,84
Otu00309,LC-15point5m-E1,0.000143184,15.5,585000,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,acIV,acIV-C,84
Otu00342,LC-15point5m-E1,0.000143184,15.5,585000,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,84
