"","Pressure_CTD2_29","Temperature_CTD2_29","Conductivity_CTD2_29","Oxygen_mg_L_CTD2_29","PAR_CTD2_29","Phycocyanin_CTD2_29","Depth_m_CTD2_29"
"1409",-1.355,16.0723,0.1364,11.12,337.57248,3.34,0.535
"1410",-1.352,16.0727,0.1361,11.12,340.47833,2.94,0.538
"1411",-1.352,16.0727,0.1363,11.12,356.40421,2.94,0.538
"1412",-1.35,16.0729,0.1364,11.11,362.95752,2.83,0.54
"1413",-1.345,16.073,0.1369,11.11,349.83459,2.83,0.545
"1414",-1.338,16.0729,0.1365,11.11,329.78235,2.83,0.552
"1415",-1.33,16.0734,0.1361,11.11,328.24652,3.04,0.56
"1416",-1.319,16.0732,0.1363,11.11,351.31641,3.04,0.571
"1417",-1.317,16.073,0.1368,11.11,357.37384,3.04,0.573
"1418",-1.303,16.073,0.1362,11.11,340.22592,2.73,0.587
"1419",-1.299,16.0731,0.1363,11.11,320.22177,2.73,0.591
"1420",-1.29,16.0734,0.1366,11.11,323.65533,2.73,0.6
"1421",-1.284,16.0734,0.1365,11.11,342.14813,3.1,0.606
"1422",-1.275,16.0734,0.1364,11.11,345.19977,3.1,0.615
"1423",-1.272,16.0736,0.1366,11.11,333.39206,3.1,0.618
"1424",-1.26,16.0737,0.1366,11.1,316.13242,3.1,0.63
"1425",-1.256,16.0742,0.1365,11.1,314.24945,3.1,0.634
"1426",-1.245,16.0735,0.1363,11.1,328.79572,3.1,0.645
"1427",-1.241,16.0733,0.1362,11.11,335.38235,2.83,0.649
"1428",-1.233,16.0725,0.1361,11.1,327.47308,2.83,0.657
"1429",-1.224,16.0726,0.1361,11.1,315.1665,2.83,0.666
"1430",-1.215,16.0721,0.1366,11.1,313.65143,2.89,0.675
"1431",-1.209,16.0715,0.1362,11.1,320.59924,2.89,0.681
"1432",-1.201,16.0704,0.1362,11.1,320.86942,2.89,0.689
"1433",-1.199,16.0704,0.1365,11.1,317.02948,3.13,0.691
"1434",-1.187,16.0699,0.1362,11.1,316.22495,3.13,0.703
"1435",-1.184,16.0697,0.1365,11.11,315.62469,2.76,0.706
"1436",-1.175,16.0691,0.1367,11.1,313.1178,2.76,0.715
"1437",-1.167,16.0686,0.1361,11.11,309.76712,2.76,0.723
"1438",-1.16,16.0683,0.1365,11.11,312.9964,2.79,0.73
"1439",-1.149,16.068,0.1363,11.11,315.82971,2.79,0.741
"1440",-1.133,16.0684,0.136,11.11,309.47253,2.79,0.757
"1441",-1.132,16.0679,0.1367,11.11,303.28705,3.09,0.758
"1442",-1.12,16.0675,0.1356,11.12,304.24332,3.09,0.77
"1443",-1.113,16.0663,0.1365,11.12,310.97726,3.09,0.777
"1444",-1.098,16.0661,0.1358,11.12,312.52567,2.85,0.792
"1445",-1.089,16.0658,0.1358,11.13,305.95309,2.85,0.801
"1446",-1.081,16.0654,0.1367,11.13,299.44418,2.85,0.809
"1447",-1.068,16.0652,0.1364,11.13,297.1756,2.9,0.822
"1448",-1.058,16.0647,0.136,11.14,300.80606,2.9,0.832
"1449",-1.046,16.0644,0.1366,11.14,302.86371,2.9,0.844
"1450",-1.032,16.0643,0.1365,11.15,299.4967,3.03,0.858
"1451",-1.017,16.0642,0.1369,11.15,295.51025,3.03,0.873
"1452",-1.005,16.0637,0.1357,11.15,292.09741,3.03,0.885
"1453",-0.994,16.0629,0.1367,11.16,289.64822,2.83,0.896
"1454",-0.978,16.0627,0.1363,11.17,290.64301,2.83,0.912
"1455",-0.964,16.0623,0.1363,11.17,288.66531,3.02,0.926
"1456",-0.958,16.0624,0.1361,11.17,284.76764,3.02,0.932
"1457",-0.944,16.0624,0.1361,11.18,284.95566,3.02,0.946
"1458",-0.933,16.0619,0.1365,11.19,285.34793,3.05,0.957
"1459",-0.92,16.0621,0.1364,11.19,281.63235,3.05,0.97
"1460",-0.913,16.0618,0.1362,11.2,279.13287,3.05,0.977
"1461",-0.899,16.0628,0.1363,11.2,280.89517,2.75,0.991
"1462",-0.886,16.0619,0.1362,11.21,280.93661,2.75,1.004
"1463",-0.872,16.0624,0.1361,11.21,279.32751,2.75,1.018
"1464",-0.857,16.0622,0.1361,11.22,278.30759,2.77,1.033
"1465",-0.85,16.0621,0.1362,11.22,277.70734,2.77,1.04
"1466",-0.837,16.0624,0.1362,11.23,272.45963,2.77,1.053
"1467",-0.824,16.0618,0.1362,11.23,268.75516,2.97,1.066
"1468",-0.822,16.0623,0.1365,11.24,271.71133,2.97,1.068
"1469",-0.809,16.0626,0.1364,11.25,273.82224,2.97,1.081
"1470",-0.798,16.0627,0.1364,11.25,270.95712,2.9,1.092
"1471",-0.79,16.0623,0.1361,11.26,265.10989,2.9,1.1
"1472",-0.782,16.0622,0.1364,11.26,262.21588,2.9,1.108
"1473",-0.776,16.0626,0.1363,11.27,264.42822,2.81,1.114
"1474",-0.762,16.0627,0.1367,11.27,266.97433,2.81,1.128
"1475",-0.756,16.0626,0.1367,11.28,266.57245,2.81,1.134
"1476",-0.739,16.063,0.1363,11.29,263.94934,2.67,1.151
"1477",-0.727,16.063,0.1365,11.29,261.51868,2.67,1.163
"1478",-0.717,16.0628,0.1366,11.3,260.4595,2.98,1.173
"1479",-0.701,16.063,0.1366,11.3,257.0126,2.98,1.189
"1480",-0.688,16.0634,0.1368,11.31,256.44861,2.98,1.202
"1481",-0.678,16.0631,0.1362,11.32,257.0585,2.99,1.212
"1482",-0.666,16.063,0.1363,11.32,257.9097,2.99,1.224
"1483",-0.651,16.0636,0.1365,11.33,257.94815,2.99,1.239
"1484",-0.643,16.0641,0.1365,11.34,253.31111,2.9,1.247
"1485",-0.631,16.0645,0.1364,11.34,250.43486,2.9,1.259
"1486",-0.618,16.0646,0.1362,11.34,250.92706,2.9,1.272
"1487",-0.615,16.0648,0.1367,11.35,251.68498,2.69,1.275
"1488",-0.603,16.0648,0.1365,11.36,251.60875,2.69,1.287
"1489",-0.592,16.0647,0.1361,11.36,249.80351,2.69,1.298
"1490",-0.581,16.0651,0.1367,11.37,247.57121,2.82,1.309
"1491",-0.571,16.0649,0.1367,11.37,246.04648,2.82,1.319
"1492",-0.564,16.065,0.1362,11.37,245.50618,2.82,1.326
"1493",-0.552,16.0645,0.1366,11.38,244.15909,2.58,1.338
"1494",-0.545,16.0644,0.1362,11.38,243.29683,2.58,1.345
"1495",-0.53,16.0647,0.1363,11.39,242.6366,2.58,1.36
"1496",-0.52,16.0642,0.1365,11.4,241.59445,2.8,1.37
"1497",-0.511,16.0638,0.1366,11.4,240.0705,2.8,1.379
"1498",-0.505,16.0634,0.1361,11.41,239.03723,2.62,1.385
"1499",-0.496,16.0634,0.1364,11.41,239.73445,2.62,1.394
"1500",-0.486,16.0632,0.1366,11.42,239.08163,2.62,1.404
"1501",-0.479,16.0634,0.1365,11.42,237.49104,2.46,1.411
"1502",-0.468,16.063,0.1364,11.43,236.67834,2.46,1.422
"1503",-0.465,16.0635,0.1362,11.43,236.99294,2.46,1.425
"1504",-0.452,16.0632,0.1363,11.44,237.00107,2.81,1.438
"1505",-0.444,16.0633,0.1366,11.44,235.60143,2.81,1.446
"1506",-0.44,16.063,0.1365,11.45,233.08714,2.81,1.45
"1507",-0.426,16.0631,0.1362,11.45,231.33298,2.55,1.464
"1508",-0.423,16.0629,0.1364,11.46,232.02278,2.55,1.467
"1509",-0.412,16.0626,0.1362,11.46,232.76886,2.55,1.478
"1510",-0.404,16.0628,0.1362,11.47,231.60312,3.22,1.486
"1511",-0.4,16.0625,0.1363,11.47,229.43892,3.22,1.49
"1512",-0.393,16.0628,0.1364,11.48,228.53963,3.22,1.497
"1513",-0.377,16.0622,0.1365,11.48,229.43225,2.89,1.513
"1514",-0.366,16.0617,0.1364,11.49,229.31752,2.89,1.524
"1515",-0.358,16.0616,0.1364,11.5,227.45752,2.89,1.532
"1516",-0.351,16.0612,0.1367,11.5,225.40878,3.21,1.539
"1517",-0.342,16.0611,0.1363,11.51,224.79074,3.21,1.548
"1518",-0.33,16.0603,0.1363,11.51,224.89955,3.21,1.56
"1519",-0.32,16.0602,0.1367,11.51,223.87813,2.88,1.57
"1520",-0.31,16.0595,0.1363,11.52,222.56215,2.88,1.58
"1521",-0.298,16.0593,0.1366,11.52,221.30315,2.6,1.592
"1522",-0.283,16.0587,0.1362,11.53,220.4416,2.6,1.607
"1523",-0.274,16.0587,0.1364,11.53,219.35506,2.6,1.616
"1524",-0.261,16.0578,0.1362,11.54,218.69113,2.71,1.629
"1525",-0.248,16.0574,0.1366,11.54,218.26924,2.71,1.642
"1526",-0.236,16.0572,0.1364,11.55,217.35811,2.71,1.654
"1527",-0.23,16.057,0.1364,11.56,215.84375,2.86,1.66
"1528",-0.219,16.0568,0.1364,11.56,214.05037,2.86,1.671
"1529",-0.207,16.0562,0.1363,11.56,213.30504,2.86,1.683
"1530",-0.188,16.0568,0.1368,11.57,212.4953,2.75,1.702
"1531",-0.18,16.0564,0.1361,11.57,211.87727,2.75,1.71
"1532",-0.165,16.0575,0.1367,11.58,211.45612,2.75,1.725
"1533",-0.151,16.0577,0.1364,11.58,211.16599,3.04,1.739
"1534",-0.138,16.059,0.1363,11.58,210.83292,3.04,1.752
"1535",-0.124,16.0595,0.1368,11.59,209.53172,3.04,1.766
"1536",-0.11,16.0602,0.1366,11.59,207.40009,3.06,1.78
"1537",-0.099,16.0605,0.1367,11.6,206.35721,3.06,1.791
"1538",-0.094,16.0603,0.1365,11.6,206.16328,3.06,1.796
"1539",-0.082,16.06,0.1362,11.61,206.44009,2.86,1.808
"1540",-0.072,16.0604,0.1364,11.61,205.89386,2.86,1.818
"1541",-0.065,16.0604,0.1363,11.61,203.9939,2.89,1.825
"1542",-0.059,16.0601,0.1362,11.61,202.36777,2.89,1.831
"1543",-0.044,16.0603,0.1364,11.62,202.06061,2.89,1.846
"1544",-0.037,16.0598,0.1366,11.62,202.83777,2.76,1.853
"1545",-0.025,16.0596,0.1368,11.63,203.8007,2.76,1.865
"1546",-0.018,16.0591,0.1359,11.63,203.59125,2.76,1.872
"1547",-0.004,16.0599,0.1365,11.63,201.98512,2.68,1.886
"1548",0.011,16.0599,0.1365,11.64,200.22946,2.68,1.901
"1549",0.019,16.0596,0.1366,11.64,199.39679,2.68,1.909
"1550",0.032,16.0586,0.1369,11.64,199.90898,2.98,1.922
"1551",0.049,16.0578,0.1366,11.65,199.68398,2.98,1.939
"1552",0.06,16.0566,0.136,11.65,198.59669,2.98,1.95
"1553",0.077,16.0552,0.1368,11.65,196.9306,2.99,1.967
"1554",0.089,16.0545,0.1363,11.66,195.82184,2.99,1.979
"1555",0.103,16.0537,0.1368,11.66,195.45769,2.99,1.993
"1556",0.118,16.0535,0.1363,11.66,195.4836,2.53,2.008
"1557",0.134,16.0533,0.1364,11.67,195.39107,2.53,2.024
"1558",0.142,16.0531,0.1365,11.67,195.05728,2.53,2.032
"1559",0.152,16.0529,0.1364,11.67,194.06177,2.7,2.042
"1560",0.159,16.0532,0.1363,11.68,192.7243,2.7,2.049
"1561",0.168,16.0517,0.1365,11.68,192.23431,3.01,2.058
"1562",0.18,16.0522,0.1362,11.68,192.7924,3.01,2.07
"1563",0.183,16.052,0.1367,11.69,193.31494,3.01,2.073
"1564",0.208,16.0517,0.1367,11.69,192.92636,2.94,2.098
"1565",0.215,16.052,0.1364,11.69,192.03818,2.94,2.105
"1566",0.227,16.0517,0.1363,11.7,190.8976,2.94,2.117
"1567",0.239,16.0516,0.1363,11.7,190.07011,2.89,2.129
"1568",0.248,16.0511,0.1365,11.7,189.76442,2.89,2.138
"1569",0.266,16.0506,0.1366,11.71,189.38916,2.89,2.156
"1570",0.275,16.0502,0.1363,11.71,188.25822,2.72,2.165
"1571",0.287,16.0495,0.1362,11.71,187.1317,2.72,2.177
"1572",0.295,16.0496,0.1366,11.72,186.60323,2.72,2.185
"1573",0.306,16.0495,0.1365,11.72,186.15173,2.63,2.196
"1574",0.317,16.0498,0.1367,11.72,185.71948,2.63,2.207
"1575",0.318,16.05,0.1366,11.72,185.32498,2.63,2.208
"1576",0.332,16.0507,0.1365,11.72,185.30351,2.97,2.222
"1577",0.346,16.051,0.1367,11.73,185.1666,2.97,2.236
"1578",0.353,16.052,0.1362,11.73,184.82463,2.97,2.243
"1579",0.371,16.0519,0.1365,11.73,183.99788,2.63,2.261
"1580",0.383,16.0507,0.1365,11.73,182.78847,2.63,2.273
"1581",0.399,16.05,0.1367,11.73,182.33772,2.63,2.289
"1582",0.416,16.049,0.1366,11.74,182.636,2.82,2.306
"1583",0.431,16.0483,0.1362,11.74,183.50346,2.82,2.321
"1584",0.441,16.0473,0.1365,11.74,183.41168,2.88,2.331
"1585",0.462,16.0472,0.1369,11.74,182.32217,2.88,2.352
"1586",0.474,16.0455,0.1364,11.75,181.02911,2.88,2.364
"1587",0.478,16.0456,0.136,11.75,180.79893,3.11,2.368
"1588",0.487,16.0449,0.1362,11.75,181.82405,3.11,2.377
"1589",0.493,16.044,0.1361,11.75,182.12752,3.11,2.383
"1590",0.509,16.0448,0.1365,11.75,181.1468,3,2.399
"1591",0.521,16.0445,0.1369,11.76,181.02396,3,2.411
"1592",0.526,16.0444,0.1364,11.76,180.51917,3,2.416
"1593",0.545,16.0448,0.1373,11.76,180.06322,2.69,2.435
"1594",0.559,16.0437,0.1363,11.76,179.64651,2.69,2.449
"1595",0.571,16.0443,0.1361,11.76,179.72646,2.69,2.461
"1596",0.583,16.0439,0.1362,11.76,179.82341,2.65,2.473
"1597",0.6,16.0437,0.1365,11.76,180.51842,2.65,2.49
"1598",0.617,16.0433,0.1365,11.77,182.73666,2.65,2.507
"1599",0.63,16.0424,0.1372,11.77,181.54427,2.87,2.52
"1600",0.641,16.0423,0.1369,11.77,179.16171,2.87,2.531
"1601",0.65,16.0416,0.1365,11.77,178.13069,2.87,2.54
"1602",0.666,16.0417,0.1364,11.78,178.43414,2.68,2.556
"1603",0.675,16.0412,0.1361,11.78,178.85826,2.68,2.565
"1604",0.691,16.0409,0.1364,11.78,179.38525,2.53,2.581
"1605",0.707,16.0411,0.1369,11.78,179.88113,2.53,2.597
"1606",0.713,16.0409,0.1362,11.78,178.92635,2.53,2.603
"1607",0.727,16.0405,0.1366,11.78,177.80576,2.62,2.617
"1608",0.733,16.0408,0.1363,11.78,178.14771,2.62,2.623
"1609",0.749,16.0412,0.1366,11.78,178.59549,2.62,2.639
"1610",0.765,16.0412,0.1372,11.79,182.20302,2.6,2.655
"1611",0.775,16.041,0.1366,11.79,185.92969,2.6,2.665
"1612",0.788,16.0407,0.1366,11.79,186.52032,2.6,2.678
"1613",0.802,16.0404,0.1366,11.79,184.12445,2.48,2.692
"1614",0.818,16.0402,0.1365,11.79,179.32899,2.48,2.708
"1615",0.831,16.0393,0.1366,11.79,178.04112,2.48,2.721
"1616",0.843,16.0386,0.1366,11.79,177.97154,2.69,2.733
"1617",0.859,16.0376,0.1366,11.79,177.9893,2.69,2.749
"1618",0.87,16.0371,0.1366,11.79,176.73993,2.69,2.76
"1619",0.876,16.0371,0.1365,11.79,174.45285,3.01,2.766
"1620",0.89,16.0368,0.1365,11.79,173.05028,3.01,2.78
"1621",0.9,16.0365,0.1364,11.79,175.7496,3.01,2.79
"1622",0.912,16.0364,0.1363,11.79,178.22765,2.72,2.802
"1623",0.924,16.0364,0.1364,11.79,178.446,2.72,2.814
"1624",0.938,16.0361,0.1365,11.79,177.22475,2.72,2.828
"1625",0.947,16.0358,0.1366,11.79,176.22035,2.72,2.837
"1626",0.958,16.0354,0.1367,11.79,175.88431,2.72,2.848
"1627",0.971,16.0356,0.1368,11.79,176.24699,2.63,2.861
"1628",0.983,16.035,0.1368,11.79,177.37054,2.63,2.873
"1629",0.993,16.0337,0.1367,11.79,177.80724,2.63,2.883
"1630",1.005,16.034,0.1366,11.79,176.66962,3.09,2.895
"1631",1.018,16.0345,0.1366,11.79,177.62515,3.09,2.908
"1632",1.021,16.0318,0.1366,11.79,177.75246,3.09,2.911
"1633",1.035,16.0276,0.1364,11.79,175.80956,2.95,2.925
"1634",1.047,16.0241,0.1365,11.79,175.41135,2.95,2.937
"1635",1.058,16.0188,0.1364,11.79,177.91011,2.95,2.948
"1636",1.065,16.0119,0.1364,11.79,179.52365,2.58,2.955
"1637",1.08,16.0015,0.1364,11.8,176.62965,2.58,2.97
"1638",1.091,15.9901,0.1364,11.8,172.52402,2.58,2.981
"1639",1.104,15.9817,0.1364,11.8,170.86237,2.91,2.994
"1640",1.112,15.9735,0.1364,11.81,175.99904,2.91,3.002
"1641",1.123,15.9663,0.1363,11.81,181.01952,2.91,3.013
"1642",1.145,15.9574,0.1363,11.81,178.16769,2.68,3.035
"1643",1.155,15.949,0.1364,11.81,172.80898,2.68,3.045
"1644",1.168,15.9389,0.1363,11.81,170.90086,2.68,3.058
"1645",1.185,15.9295,0.1362,11.82,174.78519,3.16,3.075
"1646",1.202,15.9234,0.1361,11.82,176.81912,3.16,3.092
"1647",1.211,15.919,0.136,11.82,175.46614,3.06,3.101
"1648",1.229,15.9154,0.136,11.82,172.53659,3.06,3.119
"1649",1.239,15.9118,0.1361,11.82,172.73422,3.06,3.129
"1650",1.252,15.9082,0.1363,11.82,170.92307,2.78,3.142
"1651",1.26,15.9061,0.1363,11.82,169.52934,2.78,3.15
"1652",1.275,15.9061,0.1363,11.82,169.11487,2.78,3.165
"1653",1.284,15.9052,0.1362,11.82,170.10445,2.65,3.174
"1654",1.293,15.9046,0.1361,11.82,169.75732,2.65,3.183
"1655",1.309,15.9038,0.1362,11.82,168.87062,2.65,3.199
"1656",1.319,15.9015,0.1362,11.82,168.77217,2.61,3.209
"1657",1.33,15.8985,0.1361,11.82,170.29172,2.61,3.22
"1658",1.344,15.8967,0.1361,11.82,172.14505,2.61,3.234
"1659",1.356,15.8963,0.136,11.82,171.74536,2.8,3.246
"1660",1.367,15.8937,0.136,11.83,168.7892,2.8,3.257
"1661",1.382,15.8887,0.136,11.83,165.74716,2.8,3.272
"1662",1.398,15.8831,0.136,11.83,163.62514,3.03,3.288
"1663",1.407,15.8781,0.136,11.84,164.65543,3.03,3.297
"1664",1.423,15.874,0.1359,11.84,165.36375,3.03,3.313
"1665",1.433,15.8729,0.136,11.84,167.01506,3.07,3.323
"1666",1.444,15.872,0.1359,11.84,164.10919,3.07,3.334
"1667",1.453,15.8706,0.1359,11.84,161.73701,2.53,3.343
"1668",1.471,15.8679,0.1359,11.84,161.02942,2.53,3.361
"1669",1.479,15.8677,0.1359,11.85,164.13806,2.53,3.369
"1670",1.493,15.8674,0.1356,11.85,167.54204,2.62,3.383
"1671",1.507,15.8677,0.1356,11.85,166.28008,2.62,3.397
"1672",1.523,15.8664,0.1359,11.85,162.5808,2.62,3.413
"1673",1.533,15.8647,0.136,11.85,161.13083,3.25,3.423
"1674",1.548,15.8642,0.1359,11.85,162.41573,3.25,3.438
"1675",1.558,15.8626,0.1357,11.86,163.73393,3.25,3.448
"1676",1.569,15.8612,0.1356,11.86,162.05898,3.08,3.459
"1677",1.582,15.8606,0.1354,11.86,159.30339,3.08,3.472
"1678",1.592,15.8589,0.1352,11.86,158.34415,3.08,3.482
"1679",1.605,15.8581,0.135,11.86,161.79991,2.65,3.495
"1680",1.614,15.8568,0.1348,11.86,161.46907,2.65,3.504
"1681",1.621,15.8567,0.1347,11.87,159.27969,2.65,3.511
"1682",1.631,15.8552,0.1346,11.87,158.09619,2.88,3.521
"1683",1.648,15.855,0.1348,11.87,158.57063,2.88,3.538
"1684",1.659,15.8565,0.1352,11.87,165.18095,2.88,3.549
"1685",1.658,15.8557,0.1353,11.87,165.60579,2.64,3.548
"1686",1.671,15.854,0.135,11.88,163.04486,2.64,3.561
"1687",1.701,15.8546,0.1353,11.87,159.51137,2.64,3.591
"1688",1.702,15.8566,0.1357,11.87,157.28943,2.62,3.592
"1689",1.713,15.8543,0.1358,11.88,157.48999,2.62,3.603
"1690",1.726,15.8554,0.1359,11.87,157.93039,2.8,3.616
"1691",1.726,15.8537,0.1359,11.88,159.93622,2.8,3.616
"1692",1.754,15.8547,0.1359,11.88,161.81696,2.8,3.644
"1693",1.772,15.8536,0.1364,11.88,159.73785,2.75,3.662
"1694",1.773,15.8547,0.1369,11.88,156.45453,2.75,3.663
"1695",1.757,15.8536,0.1366,11.88,154.83876,2.75,3.647
"1696",1.782,15.8551,0.1362,11.88,156.02228,2.6,3.672
"1697",1.795,15.854,0.1365,11.89,158.5166,2.6,3.685
"1698",1.802,15.853,0.137,11.89,159.34039,2.6,3.692
"1699",1.791,15.8532,0.1368,11.89,157.51517,3.05,3.681
"1700",1.797,15.8556,0.136,11.89,154.74329,3.05,3.687
"1701",1.813,15.8566,0.1354,11.89,154.12305,3.05,3.703
"1702",1.841,15.8561,0.1355,11.89,156.75946,3.26,3.731
"1703",1.851,15.8559,0.1362,11.89,158.30713,3.26,3.741
"1704",1.867,15.8551,0.1368,11.89,159.35667,3.26,3.757
"1705",1.883,15.8558,0.1374,11.89,157.71501,2.71,3.773
"1706",1.896,15.8552,0.138,11.89,156.70544,2.71,3.786
"1707",1.89,15.8553,0.1376,11.89,157.37602,2.71,3.78
"1708",1.919,15.8538,0.1371,11.88,158.71866,2.56,3.809
"1709",1.936,15.8534,0.1376,11.88,161.11601,2.56,3.826
"1710",1.933,15.8536,0.1376,11.88,159.13611,2.9,3.823
"1711",1.926,15.8529,0.1367,11.88,155.85204,2.9,3.816
"1712",1.956,15.8505,0.136,11.88,154.5612,2.9,3.846
"1713",1.972,15.8522,0.1363,11.88,155.24808,2.89,3.862
"1714",1.962,15.853,0.1362,11.88,156.98225,2.89,3.852
"1715",1.98,15.8504,0.1356,11.89,156.99113,2.89,3.87
"1716",1.988,15.8528,0.1354,11.89,155.72029,2.64,3.878
"1717",1.992,15.8506,0.135,11.89,154.80399,2.64,3.882
"1718",2.034,15.8511,0.1354,11.88,155.75804,2.64,3.924
"1719",2.02,15.8506,0.1356,11.88,157.32124,2.82,3.91
"1720",2.057,15.8508,0.1358,11.88,155.62334,2.82,3.947
"1721",2.052,15.848,0.1362,11.88,156.13257,3.39,3.942
"1722",2.081,15.8464,0.1366,11.89,158.76306,3.39,3.971
"1723",2.063,15.8456,0.1366,11.89,158.93774,3.39,3.953
"1724",2.096,15.8428,0.1364,11.89,156.63956,2.84,3.986
"1725",2.106,15.8401,0.137,11.89,155.05565,2.84,3.996
"1726",2.089,15.8388,0.1367,11.89,155.97491,2.84,3.979
"1727",2.109,15.84,0.1361,11.89,161.37508,2.94,3.999
"1728",2.132,15.8394,0.1362,11.89,161.86803,2.94,4.022
"1729",2.14,15.838,0.1366,11.89,159.36703,2.94,4.03
"1730",2.151,15.8374,0.1369,11.89,157.98294,2.96,4.041
"1731",2.158,15.8363,0.137,11.89,158.18944,2.96,4.048
"1732",2.16,15.8359,0.1366,11.89,158.85632,2.96,4.05
"1733",2.174,15.8357,0.1359,11.89,160.50465,2.87,4.064
"1734",2.194,15.8338,0.1355,11.9,159.21974,2.87,4.084
"1735",2.201,15.8322,0.1352,11.9,156.18437,2.87,4.091
"1736",2.207,15.8303,0.1349,11.9,155.03714,3.07,4.097
"1737",2.227,15.8305,0.1348,11.9,156.51596,3.07,4.117
"1738",2.25,15.8282,0.1351,11.9,155.97713,3.07,4.14
"1739",2.262,15.8264,0.1357,11.9,156.07483,2.99,4.152
"1740",2.266,15.8272,0.136,11.9,157.17841,2.99,4.156
"1741",2.279,15.8275,0.1361,11.9,158.92813,2.99,4.169
"1742",2.283,15.8257,0.1359,11.91,158.9296,2.73,4.173
"1743",2.299,15.8232,0.1357,11.91,158.59209,2.73,4.189
"1744",2.325,15.8205,0.1357,11.91,162.13004,2.26,4.215
"1745",2.333,15.8184,0.1357,11.91,160.17528,2.26,4.223
"1746",2.353,15.8137,0.1357,11.92,158.91925,2.26,4.243
"1747",2.374,15.8103,0.1358,11.92,159.75266,2.62,4.264
"1748",2.38,15.805,0.1359,11.92,159.19902,2.62,4.27
"1749",2.396,15.8007,0.1359,11.93,158.38855,2.62,4.286
"1750",2.403,15.7952,0.1358,11.93,156.77501,2.88,4.293
"1751",2.417,15.7924,0.1358,11.93,156.76318,2.88,4.307
"1752",2.422,15.7913,0.1358,11.94,159.01398,2.88,4.312
"1753",2.435,15.7902,0.1358,11.94,163.90863,3.03,4.325
"1754",2.445,15.789,0.1358,11.94,163.53706,3.03,4.335
"1755",2.45,15.7891,0.1358,11.94,158.84448,3.03,4.34
"1756",2.461,15.7895,0.1357,11.94,157.55959,2.94,4.351
"1757",2.464,15.7911,0.1356,11.94,158.6402,2.94,4.354
"1758",2.477,15.791,0.1355,11.94,160.24338,2.94,4.367
"1759",2.48,15.7915,0.1356,11.94,160.82957,2.8,4.37
"1760",2.49,15.7905,0.1357,11.94,159.37517,2.8,4.38
"1761",2.508,15.7896,0.1358,11.94,157.09181,2.8,4.398
"1762",2.52,15.7896,0.1359,11.94,155.51083,3,4.41
"1763",2.536,15.789,0.1359,11.93,156.19621,3,4.426
"1764",2.545,15.7866,0.1358,11.93,159.47954,3,4.435
"1765",2.559,15.785,0.1357,11.93,160.30554,2.86,4.449
"1766",2.567,15.7817,0.1356,11.93,158.67647,2.86,4.457
"1767",2.578,15.7772,0.1355,11.93,157.17247,3.05,4.468
"1768",2.588,15.7717,0.1354,11.93,156.98004,3.05,4.478
"1769",2.6,15.7646,0.1355,11.93,159.41885,3.05,4.49
"1770",2.607,15.7588,0.1355,11.93,160.85771,3.06,4.497
"1771",2.618,15.7537,0.1355,11.92,159.78226,3.06,4.508
"1772",2.62,15.749,0.1355,11.92,157.23613,3.06,4.51
"1773",2.643,15.7463,0.1355,11.92,154.65817,2.65,4.533
"1774",2.647,15.7434,0.1354,11.92,155.41682,2.65,4.537
"1775",2.669,15.7402,0.1354,11.91,157.45522,2.65,4.559
"1776",2.679,15.736,0.1354,11.91,158.56842,2.97,4.569
"1777",2.69,15.7317,0.1354,11.91,158.48477,2.97,4.58
"1778",2.704,15.7266,0.1355,11.91,158.45442,2.97,4.594
"1779",2.712,15.7227,0.1354,11.91,158.75122,2.9,4.602
"1780",2.727,15.7179,0.1354,11.91,158.07103,2.9,4.617
"1781",2.735,15.7129,0.1354,11.91,157.6965,2.9,4.625
"1782",2.737,15.7103,0.1353,11.91,156.41826,2.83,4.627
"1783",2.75,15.709,0.1353,11.91,155.53674,2.83,4.64
"1784",2.761,15.7068,0.1354,11.91,154.71442,2.83,4.651
"1785",2.77,15.7052,0.1355,11.91,152.68863,2.96,4.66
"1786",2.776,15.7037,0.1355,11.91,152.48434,2.96,4.666
"1787",2.787,15.7016,0.1355,11.9,153.26817,2.9,4.677
"1788",2.796,15.7006,0.1356,11.9,153.69597,2.9,4.686
"1789",2.804,15.7003,0.1356,11.9,154.16818,2.9,4.694
"1790",2.811,15.6975,0.1356,11.89,152.26674,2.88,4.701
"1791",2.82,15.6962,0.1355,11.89,150.67615,2.88,4.71
"1792",2.826,15.6945,0.1353,11.89,150.14619,2.88,4.716
"1793",2.839,15.6923,0.1352,11.88,150.48741,2.68,4.729
"1794",2.847,15.6889,0.1351,11.88,152.12093,2.68,4.737
"1795",2.859,15.6862,0.135,11.88,152.43994,2.68,4.749
"1796",2.868,15.682,0.135,11.88,150.71834,2.67,4.758
"1797",2.872,15.6779,0.135,11.88,149.10258,2.67,4.762
"1798",2.884,15.6732,0.135,11.88,149.1122,2.67,4.774
"1799",2.89,15.6691,0.135,11.88,150.88043,3,4.78
"1800",2.894,15.6655,0.135,11.87,152.91585,3,4.784
"1801",2.904,15.6633,0.1349,11.87,151.43555,3,4.794
"1802",2.913,15.6618,0.1349,11.87,149.201,2.53,4.803
"1803",2.921,15.6611,0.135,11.86,148.59926,2.53,4.811
"1804",2.932,15.6592,0.1351,11.86,149.11591,2.53,4.822
