"","Press..dbar._CTD1_28","Depth_m_CTD1_28","Temp_CTD1_28","pH_CTD1_28","Turb_FTU_CTD1_28","Cond_ms_p_cm_CTD1_28","DO_mg_l_CTD1_28","Chl_A_ug_p_l_CTD1_28"
"1534",14.95,16.8,5.04,8.11,5.24,0.2203,0.11,13.64
"1535",14.96,16.81,5.04,8.11,5.24,0.2203,0.11,13.73
"1536",14.97,16.82,5.04,8.1,5.3,0.2203,0.11,13.77
"1537",14.97,16.82,5.04,8.1,5.3,0.2203,0.11,13.78
"1538",14.98,16.83,5.04,8.1,5.3,0.2203,0.11,13.77
"1539",14.99,16.84,5.04,8.1,5.33,0.2203,0.11,13.72
"1540",15,16.85,5.04,8.1,5.36,0.2192,0.1,13.64
"1541",15.02,16.87,5.04,8.1,5.39,0.2203,0.1,13.61
"1542",15.03,16.88,5.04,8.1,5.39,0.2203,0.1,13.62
"1543",15.05,16.9,5.04,8.1,5.36,0.2203,0.1,13.66
"1544",15.06,16.91,5.04,8.1,5.36,0.2203,0.1,13.7
"1545",15.08,16.93,5.04,8.1,5.36,0.2203,0.1,13.72
"1546",15.1,16.95,5.04,8.1,5.39,0.2203,0.1,13.75
"1547",15.11,16.96,5.04,8.1,5.43,0.2192,0.1,13.78
"1548",15.12,16.97,5.04,8.09,5.36,0.2214,0.1,13.81
"1549",15.14,16.99,5.04,8.09,5.33,0.2203,0.1,13.84
"1550",15.15,17,5.04,8.09,5.3,0.2203,0.1,13.83
"1551",15.16,17.01,5.04,8.09,5.27,0.2203,0.1,13.81
"1552",15.17,17.02,5.04,8.09,5.33,0.2203,0.1,13.83
"1553",15.19,17.04,5.04,8.09,5.36,0.2203,0.1,13.88
"1554",15.21,17.06,5.04,8.09,5.36,0.2203,0.1,13.88
"1555",15.22,17.07,5.04,8.09,5.33,0.2203,0.1,13.86
"1556",15.24,17.09,5.04,8.09,5.33,0.2203,0.1,13.87
"1557",15.26,17.11,5.04,8.09,5.33,0.2203,0.1,13.87
"1558",15.27,17.12,5.04,8.09,5.36,0.2203,0.1,13.88
"1559",15.29,17.14,5.04,8.09,5.36,0.2203,0.09,13.88
"1560",15.3,17.15,5.04,8.09,5.46,0.2203,0.09,13.9
"1561",15.32,17.17,5.04,8.09,5.46,0.2203,0.09,13.91
"1562",15.33,17.18,5.04,8.08,5.55,0.2203,0.09,13.88
"1563",15.35,17.2,5.04,8.08,5.52,0.2203,0.09,13.85
"1564",15.37,17.22,5.04,8.08,5.49,0.2203,0.09,13.87
"1565",15.4,17.25,5.04,8.08,5.43,0.2203,0.09,13.87
"1566",15.43,17.28,5.04,8.08,5.46,0.2203,0.09,13.91
"1567",15.46,17.31,5.04,8.08,5.49,0.2203,0.09,13.98
"1568",15.48,17.33,5.04,8.08,5.49,0.2203,0.09,14.02
"1569",15.5,17.35,5.04,8.08,5.43,0.2203,0.09,14.01
"1570",15.51,17.36,5.04,8.08,5.39,0.2203,0.09,13.98
"1571",15.52,17.37,5.04,8.08,5.33,0.2203,0.09,13.97
"1572",15.54,17.39,5.04,8.08,5.3,0.2203,0.09,13.96
"1573",15.55,17.4,5.04,8.08,5.27,0.2203,0.09,13.91
"1574",15.57,17.42,5.04,8.08,5.3,0.2203,0.09,13.85
"1575",15.59,17.44,5.04,8.07,5.33,0.2203,0.09,13.85
"1576",15.62,17.47,5.04,8.07,5.43,0.2203,0.09,13.89
"1577",15.64,17.49,5.04,8.07,5.43,0.2203,0.09,13.87
"1578",15.66,17.51,5.04,8.07,5.49,0.2203,0.09,13.82
"1579",15.67,17.52,5.03,8.07,5.55,0.2203,0.09,13.78
"1580",15.68,17.53,5.03,8.07,5.55,0.2203,0.09,13.74
"1581",15.7,17.55,5.03,8.07,5.39,0.2203,0.09,13.7
"1582",15.72,17.57,5.03,8.07,5.49,0.2203,0.09,13.64
"1583",15.75,17.6,5.03,8.07,5.43,0.2203,0.09,13.53
"1584",15.78,17.63,5.03,8.07,5.3,0.2214,0.09,13.48
"1585",15.82,17.67,5.02,8.07,5.18,0.2203,0.09,13.46
"1586",15.85,17.7,5.02,8.06,5.15,0.2203,0.09,13.46
"1587",15.87,17.72,5.02,8.06,5.15,0.2203,0.09,13.44
"1588",15.89,17.74,5.02,8.06,5.06,0.2214,0.09,13.38
"1589",15.9,17.75,5.01,8.06,4.99,0.2214,0.09,13.31
"1590",15.92,17.77,5.01,8.06,4.99,0.2214,0.09,13.22
"1591",15.94,17.79,5.01,8.06,5.02,0.2214,0.09,13.15
"1592",15.95,17.8,5.01,8.06,5.06,0.2214,0.09,13.08
"1593",15.97,17.82,5.01,8.06,5.06,0.2214,0.09,13.03
"1594",15.99,17.84,5.01,8.06,5.02,0.2203,0.09,12.98
"1595",16,17.85,5.01,8.06,5.09,0.2214,0.09,12.96
"1596",16.02,17.87,5,8.05,5.06,0.2203,0.09,12.97
"1597",16.04,17.89,5,8.05,5.02,0.2214,0.09,12.93
"1598",16.05,17.9,5,8.05,5.02,0.2214,0.09,12.84
"1599",16.06,17.91,5,8.05,5.06,0.2214,0.09,12.73
"1600",16.08,17.93,5,8.05,4.96,0.2214,0.09,12.66
"1601",16.09,17.94,5,8.05,4.87,0.2214,0.09,12.62
"1602",16.12,17.97,5,8.05,4.87,0.2214,0.09,12.63
"1603",16.15,18,4.99,8.05,4.81,0.2214,0.09,12.66
"1604",16.18,18.03,4.99,8.05,4.75,0.2203,0.09,12.73
"1605",16.21,18.06,4.99,8.05,4.72,0.2203,0.09,12.8
"1606",16.23,18.08,4.99,8.04,4.78,0.2214,0.09,12.8
"1607",16.25,18.1,4.98,8.04,4.69,0.2214,0.09,12.76
"1608",16.25,18.1,4.98,8.04,4.62,0.2203,0.09,12.78
"1609",16.27,18.12,4.98,8.04,4.65,0.2214,0.09,12.83
"1610",16.28,18.13,4.98,8.04,4.72,0.2214,0.09,12.85
"1611",16.29,18.14,4.98,8.04,4.75,0.2214,0.09,12.85
"1612",16.29,18.14,4.98,8.04,4.72,0.2214,0.09,12.8
"1613",16.29,18.14,4.98,8.04,4.69,0.2203,0.09,12.69
"1614",16.3,18.15,4.98,8.04,4.69,0.2214,0.09,12.64
"1615",16.31,18.16,4.98,8.04,4.62,0.2203,0.09,12.62
